LINK_ID	GEOMETRY
3577	LINESTRING (970254.26298161 -4296015.85585637,970252.88885931 -4296004.33915442,970251.51473178 -4295992.82245672,970249.81793347 -4295980.93013854,970247.84396798 -4295969.36094995,970245.57768303 -4295955.74911747,970241.18173125 -4295932.44828976,970235.30162068 -4295907.01173019,970229.36180838 -4295884.99897137,970224.33426936 -4295867.59325021,970190.02496726 -4295739.40995063,970183.69183327 -4295715.69325893)
3578	LINESTRING (972554.85325049 -4292687.0685145,972554.28524636 -4292699.01907086,972555.58384635 -4292704.5897212)
3579	LINESTRING (972555.58384635 -4292704.5897212,972554.28524636 -4292699.01907086,972554.85325049 -4292687.0685145)
3582	LINESTRING (972516.67121091 -4292723.08234,972516.33009074 -4292716.83373699,972515.34504255 -4292713.06095359)
3583	LINESTRING (972515.34504255 -4292713.06095359,972516.33009074 -4292716.83373699,972516.67121091 -4292723.08234)
3586	LINESTRING (970713.5753402 -4295482.96529791,970713.94515836 -4295471.53418891,970716.02796028 -4295454.54935002,970727.80543379 -4295373.240873,970728.63109574 -4295339.75205447,970727.26578587 -4295322.6558604,970725.5809197 -4295310.63028731,970723.38755221 -4295298.92998189,970720.84320598 -4295287.07568678,970717.21981917 -4295275.36223426,970713.39995029 -4295264.57286083,970709.52938102 -4295254.26089769,970703.90438554 -4295242.26014528,970699.99842775 -4295235.194739)
3587	LINESTRING (970699.99842775 -4295235.194739,970703.90438554 -4295242.26014528,970709.52938102 -4295254.26089769,970713.39995029 -4295264.57286083,970717.21981917 -4295275.36223426,970720.84320598 -4295287.07568678,970723.38755221 -4295298.92998189,970725.5809197 -4295310.63028731,970727.26578587 -4295322.6558604,970728.63109574 -4295339.75205447,970727.80543379 -4295373.240873,970716.02796028 -4295454.54935002,970713.94515836 -4295471.53418891,970713.5753402 -4295482.96529791)
3588	LINESTRING (970684.40234955 -4295209.2551479,970672.1167076 -4295192.8164986,970664.43028326 -4295183.95217453,970657.08600045 -4295175.24107737,970649.08931722 -4295167.17882301,970640.58509767 -4295159.43072097,970626.127259 -4295146.17486795)
3589	LINESTRING (970626.127259 -4295146.17486795,970640.58509767 -4295159.43072097,970649.08931722 -4295167.17882301,970657.08600045 -4295175.24107737,970664.43028326 -4295183.95217453,970672.1167076 -4295192.8164986,970684.40234955 -4295209.2551479)
3592	LINESTRING (969460.9850238 -4291900.54381698,969458.88074353 -4291900.10215762)
3593	LINESTRING (969458.88074353 -4291900.10215762,969460.9850238 -4291900.54381698)
3600	LINESTRING (961399.11926188 -4293594.62343475)
3601	LINESTRING (961399.11926188 -4293594.62343475)
3602	LINESTRING (960470.6938474 -4293826.62137131)
3603	LINESTRING (960470.6938474 -4293826.62137131)
3604	LINESTRING (989436.40569493 -4310740.90971926,989484.56021921 -4310767.03317721,989535.47053896 -4310783.6819352,989561.96152082 -4310786.92441093,989588.52046261 -4310786.32712544,989614.72686176 -4310783.71376988,989639.94320552 -4310779.26281541,989663.66123775 -4310771.01147613,989687.4983166 -4310758.84644367,989717.16136818 -4310738.72563348,989744.34763501 -4310711.74566838,989766.79631443 -4310681.74092469)
3605	LINESTRING (989766.79631443 -4310681.74092469,989744.34763501 -4310711.74566838,989717.16136818 -4310738.72563348,989687.4983166 -4310758.84644367,989663.66123775 -4310771.01147613,989639.94320552 -4310779.26281541,989614.72686176 -4310783.71376988,989588.52046261 -4310786.32712544,989561.96152082 -4310786.92441093,989535.47053896 -4310783.6819352,989484.56021921 -4310767.03317721,989436.40569493 -4310740.90971926)
3606	LINESTRING (988555.18358571 -4309705.7362993,988576.10460558 -4309721.3615046,988602.86081105 -4309734.39082968,988630.72903958 -4309744.41377555)
3607	LINESTRING (988630.72903958 -4309744.41377555,988602.86081105 -4309734.39082968,988576.10460558 -4309721.3615046,988555.18358571 -4309705.7362993)
3608	LINESTRING (989497.82622386 -4311671.10988706,989560.54585859 -4311374.43020514,989564.49119752 -4311317.87819885,989560.60802702 -4311260.20042266)
3609	LINESTRING (989560.60802702 -4311260.20042266,989564.49119752 -4311317.87819885,989560.54585859 -4311374.43020514,989497.82622386 -4311671.10988706)
3614	LINESTRING (989820.42674459 -4310576.59734339,989840.1543536 -4310529.85604649,989871.13206027 -4310457.40150221,989886.8400561 -4310420.66132406,989914.04614418 -4310335.07656687)
3615	LINESTRING (989914.04614418 -4310335.07656687,989886.8400561 -4310420.66132406,989871.13206027 -4310457.40150221,989840.1543536 -4310529.85604649,989820.42674459 -4310576.59734339)
3616	LINESTRING (989989.3496512 -4310246.48243334,989973.4364116 -4310296.53544369,989931.04077906 -4310445.72651257,989894.32917425 -4310585.48118769)
3617	LINESTRING (989894.32917425 -4310585.48118769,989931.04077906 -4310445.72651257,989973.4364116 -4310296.53544369,989989.3496512 -4310246.48243334)
3626	LINESTRING (989586.06526345 -4311198.01424243,989555.28685651 -4311175.69681443,989532.3501277 -4311155.5492931,989505.94484188 -4311127.81478579,989478.34232831 -4311092.21421299)
3627	LINESTRING (989478.34232831 -4311092.21421299,989505.94484188 -4311127.81478579,989532.3501277 -4311155.5492931,989555.28685651 -4311175.69681443,989586.06526345 -4311198.01424243)
3628	LINESTRING (989628.10527831 -4311188.31712319,989605.0815722 -4311156.23136882,989588.11727948 -4311116.95062461,989579.40729941 -4311080.19062703,989576.34610433 -4311009.14284689,989579.33087053 -4310977.34157763,989586.19485983 -4310944.26127769,989598.35240793 -4310910.76841511,989610.03593143 -4310887.34696731,989622.60911505 -4310866.19152698,989642.01248069 -4310841.34106461,989676.78062056 -4310804.14004167,989711.86967736 -4310768.61609333,989738.64382132 -4310740.88164678,989758.09492274 -4310715.10509259,989780.04629447 -4310679.53935542)
3629	LINESTRING (989780.04629447 -4310679.53935542,989758.09492274 -4310715.10509259,989738.64382132 -4310740.88164678,989711.86967736 -4310768.61609333,989676.78062056 -4310804.14004167,989642.01248069 -4310841.34106461,989622.60911505 -4310866.19152698,989610.03593143 -4310887.34696731,989598.35240793 -4310910.76841511,989586.19485983 -4310944.26127769,989579.33087053 -4310977.34157763,989576.34610433 -4311009.14284689,989579.40729941 -4311080.19062703,989588.11727948 -4311116.95062461,989605.0815722 -4311156.23136882,989628.10527831 -4311188.31712319)
3630	LINESTRING (989662.9425173 -4311223.53342809)
3631	LINESTRING (989662.9425173 -4311223.53342809)
3632	LINESTRING (989806.58849821 -4310958.60478729,989800.01354545 -4310975.7328586,989791.13590031 -4310994.48271971)
3633	LINESTRING (989791.13590031 -4310994.48271971,989800.01354545 -4310975.7328586,989806.58849821 -4310958.60478729)
3634	LINESTRING (989466.08329067 -4311013.69528443)
3635	LINESTRING (989466.08329067 -4311013.69528443)
3636	LINESTRING (989224.09257626 -4310544.76832154,989339.96963968 -4310660.66583361)
3637	LINESTRING (989339.96963968 -4310660.66583361,989224.09257626 -4310544.76832154)
3638	LINESTRING (988701.81186753 -4309755.59367204,988714.75940667 -4309753.90202479,988720.145318 -4309752.06209096,988724.09342419 -4309750.71042591)
3639	LINESTRING (988724.09342419 -4309750.71042591,988720.145318 -4309752.06209096,988714.75940667 -4309753.90202479,988701.81186753 -4309755.59367204)
3642	LINESTRING (988747.74855679 -4309966.11146766)
3643	LINESTRING (988747.74855679 -4309966.11146766)
3660	LINESTRING (988712.19859359 -4309771.93785636,988697.8798321 -4309771.0852413,988686.49271999 -4309774.39625028,988673.16900817 -4309782.38917889,988664.08166586 -4309793.2607201,988658.61459277 -4309802.67282306,988654.77672379 -4309815.02223074,988654.83217062 -4309829.01990991,988658.48967295 -4309842.75621723,988669.15502951 -4309859.36074583)
3661	LINESTRING (988669.15502951 -4309859.36074583,988658.48967295 -4309842.75621723,988654.83217062 -4309829.01990991,988654.77672379 -4309815.02223074,988658.61459277 -4309802.67282306,988664.08166586 -4309793.2607201,988673.16900817 -4309782.38917889,988686.49271999 -4309774.39625028,988697.8798321 -4309771.0852413,988712.19859359 -4309771.93785636)
3662	LINESTRING (988865.49573078 -4310217.08527182,988844.9137377 -4310200.06550952)
3663	LINESTRING (988844.9137377 -4310200.06550952,988865.49573078 -4310217.08527182)
3664	LINESTRING (989525.46370919 -4311036.79726776,989497.52989767 -4311005.59613431,989429.68431915 -4310914.37252094,989393.1287053 -4310866.67001915)
3665	LINESTRING (989393.1287053 -4310866.67001915,989429.68431915 -4310914.37252094,989497.52989767 -4311005.59613431,989525.46370919 -4311036.79726776)
3666	LINESTRING (989767.11817959 -4311026.74691781,989755.39826996 -4311038.25724028,989741.05671338 -4311049.19681131,989723.97317437 -4311059.52124378,989701.8434094 -4311069.87670843,989688.37240616 -4311073.66202192,989666.81380421 -4311078.1259142,989647.1397341 -4311079.68605173,989630.24671424 -4311079.14017855,989610.2611544 -4311076.63598219,989590.31263666 -4311072.12807031,989574.05233576 -4311066.39132637)
3667	LINESTRING (989574.05233576 -4311066.39132637,989590.31263666 -4311072.12807031,989610.2611544 -4311076.63598219,989630.24671424 -4311079.14017855,989647.1397341 -4311079.68605173,989666.81380421 -4311078.1259142,989688.37240616 -4311073.66202192,989701.8434094 -4311069.87670843,989723.97317437 -4311059.52124378,989741.05671338 -4311049.19681131,989755.39826996 -4311038.25724028,989767.11817959 -4311026.74691781)
3668	LINESTRING (989737.73556702 -4310969.44719741)
3669	LINESTRING (989737.73556702 -4310969.44719741)
3670	LINESTRING (989763.65812352 -4311039.02935992,989768.39202617 -4311071.09469541,989770.27632708 -4311098.28567432,989770.63907501 -4311122.92991501,989767.68056833 -4311150.95498979,989761.94314296 -4311178.1822123,989752.53883152 -4311208.88272227,989732.38992913 -4311253.09825836,989709.13988253 -4311294.65953338,989658.25224619 -4311386.64065784,989646.8658556 -4311410.51507153,989628.95738035 -4311453.21578521,989578.91417545 -4311586.816705,989550.38707246 -4311663.4853618)
3671	LINESTRING (989550.38707246 -4311663.4853618,989578.91417545 -4311586.816705,989628.95738035 -4311453.21578521,989646.8658556 -4311410.51507153,989658.25224619 -4311386.64065784,989709.13988253 -4311294.65953338,989732.38992913 -4311253.09825836,989752.53883152 -4311208.88272227,989761.94314296 -4311178.1822123,989767.68056833 -4311150.95498979,989770.63907501 -4311122.92991501,989770.27632708 -4311098.28567432,989768.39202617 -4311071.09469541,989763.65812352 -4311039.02935992)
3674	LINESTRING (989669.45454942 -4310883.40826486,989694.77733767 -4310909.15122133)
3675	LINESTRING (989694.77733767 -4310909.15122133,989669.45454942 -4310883.40826486)
3678	LINESTRING (989533.32927945 -4311132.7741861,989520.05870804 -4311097.26604425)
3679	LINESTRING (989520.05870804 -4311097.26604425,989533.32927945 -4311132.7741861)
3684	LINESTRING (989920.75326217 -4311428.96004259)
3685	LINESTRING (989920.75326217 -4311428.96004259)
3698	LINESTRING (991583.53829674 -4311827.29014857,991602.23750905 -4311783.18236919,991627.34163767 -4311730.31920831)
3699	LINESTRING (991627.34163767 -4311730.31920831,991602.23750905 -4311783.18236919,991583.53829674 -4311827.29014857)
3700	LINESTRING (991556.22713483 -4311958.22311949,991538.50844801 -4312029.94722285,991523.63708893 -4312091.89080061,991515.75184878 -4312124.61087016,991512.88082552 -4312135.84718272,991491.24445322 -4312223.55844069,991475.60688942 -4312289.89668096)
3701	LINESTRING (991475.60688942 -4312289.89668096,991491.24445322 -4312223.55844069,991512.88082552 -4312135.84718272,991515.75184878 -4312124.61087016,991523.63708893 -4312091.89080061,991538.50844801 -4312029.94722285,991556.22713483 -4311958.22311949)
3704	LINESTRING (990866.20590263 -4314782.51667624)
3705	LINESTRING (990866.20590263 -4314782.51667624)
3706	LINESTRING (990750.17894982 -4315277.07029232,990757.28818995 -4315247.73099542,990778.51969415 -4315159.99624888,990802.12520086 -4315059.9256267,990828.76489389 -4314952.14253787,990852.87019248 -4314843.22460993)
3707	LINESTRING (990852.87019248 -4314843.22460993,990828.76489389 -4314952.14253787,990802.12520086 -4315059.9256267,990778.51969415 -4315159.99624888,990757.28818995 -4315247.73099542,990750.17894982 -4315277.07029232)
3708	LINESTRING (990630.98086456 -4315814.35639216,990622.22014461 -4315839.44393773,990615.1123181 -4315855.68544791,990610.54112076 -4315864.21418367,990608.66672982 -4315867.70231339,990601.08361448 -4315879.43792152,990591.24135157 -4315892.31704)
3709	LINESTRING (990591.24135157 -4315892.31704,990601.08361448 -4315879.43792152,990608.66672982 -4315867.70231339,990610.54112076 -4315864.21418367,990615.1123181 -4315855.68544791,990622.22014461 -4315839.44393773,990630.98086456 -4315814.35639216)
3714	LINESTRING (947829.24129507 -4285354.0367556,947771.27042991 -4285338.63472118,947720.13768611 -4285324.28747941,947684.21319863 -4285313.37870564,947611.30516704 -4285291.35907774)
3715	LINESTRING (947611.30516704 -4285291.35907774,947684.21319863 -4285313.37870564,947720.13768611 -4285324.28747941,947771.27042991 -4285338.63472118,947829.24129507 -4285354.0367556)
3716	LINESTRING (961423.19083487 -4277895.12308684,961428.80559826 -4277914.68076565,961437.97914841 -4277934.05386522,961448.05761591 -4277953.97569231,961477.14688185 -4277991.71479784)
3717	LINESTRING (961477.14688185 -4277991.71479784,961448.05761591 -4277953.97569231,961437.97914841 -4277934.05386522,961428.80559826 -4277914.68076565,961423.19083487 -4277895.12308684)
3720	LINESTRING (961552.11428598 -4277776.89653557,961553.54719634 -4277807.22362088,961556.91272232 -4277845.55722879,961560.97318833 -4277875.86555567,961566.5177151 -4277905.58571318,961573.84995963 -4277936.65899295,961583.09153633 -4277967.88646476,961594.86751277 -4278005.515214,961605.10762678 -4278030.65870261,961614.01396458 -4278051.87910632,961625.30234955 -4278075.91516615,961636.34671782 -4278097.32079186)
3721	LINESTRING (961636.34671782 -4278097.32079186,961625.30234955 -4278075.91516615,961614.01396458 -4278051.87910632,961605.10762678 -4278030.65870261,961594.86751277 -4278005.515214,961583.09153633 -4277967.88646476,961573.84995963 -4277936.65899295,961566.5177151 -4277905.58571318,961560.97318833 -4277875.86555567,961556.91272232 -4277845.55722879,961553.54719634 -4277807.22362088,961552.11428598 -4277776.89653557)
3724	LINESTRING (961542.88324787 -4277560.61190276,961547.19536583 -4277503.92822495)
3725	LINESTRING (961547.19536583 -4277503.92822495,961542.88324787 -4277560.61190276)
3730	LINESTRING (961516.44647342 -4277661.5407722)
3731	LINESTRING (961516.44647342 -4277661.5407722)
3732	LINESTRING (946314.28086075 -4301899.7404936,946328.24542797 -4301869.33007418,946362.07519547 -4301785.1765832,946450.32887 -4301553.57486347,946509.29070827 -4301398.86076316)
3733	LINESTRING (946509.29070827 -4301398.86076316,946450.32887 -4301553.57486347,946362.07519547 -4301785.1765832,946328.24542797 -4301869.33007418,946314.28086075 -4301899.7404936)
3746	LINESTRING (983503.58330991 -4297491.96517509,983578.7884682 -4297510.06995254)
3747	LINESTRING (983578.7884682 -4297510.06995254,983503.58330991 -4297491.96517509)
3748	LINESTRING (984978.37712778 -4296597.2795913,984990.97166839 -4296597.21078865,985001.84847972 -4296596.56349661,985010.56865861 -4296595.07456901,985018.40144024 -4296592.76713162,985026.34291415 -4296589.23659065,985032.53391058 -4296585.69619313,985039.85369432 -4296579.85781439,985046.30112384 -4296572.73156674,985052.76066093 -4296563.76845662,985060.23637827 -4296552.37408772)
3749	LINESTRING (985060.23637827 -4296552.37408772,985052.76066093 -4296563.76845662,985046.30112384 -4296572.73156674,985039.85369432 -4296579.85781439,985032.53391058 -4296585.69619313,985026.34291415 -4296589.23659065,985018.40144024 -4296592.76713162,985010.56865861 -4296595.07456901,985001.84847972 -4296596.56349661,984990.97166839 -4296597.21078865,984978.37712778 -4296597.2795913)
3750	LINESTRING (985077.21694259 -4296553.77101531,985070.50357303 -4296576.29440563,985072.01795622 -4296582.96265204,985074.03436356 -4296587.98325929,985076.52852853 -4296591.02906783,985079.7207169 -4296593.8231133,985083.75249269 -4296595.77279955,985089.57427442 -4296597.287592)
